ticket_id,customer_id,created_at,status,issue_description,priority
1074,678,2024-12-12 06:24:08,in_progress,Process three strong central.,high
1075,495,2024-11-22 21:14:09,closed,Vote statement talk sort people.,low
1076,846,2025-04-10 10:45:02,open,Coach suddenly woman view ready picture five.,medium
1077,818,2024-12-28 17:24:54,closed,Report watch agreement agency election.,medium
1078,283,2024-09-14 23:25:56,open,Compare so sometimes suggest sense figure.,medium
1079,560,2025-01-25 02:06:30,open,Job improve order seem foreign.,medium
1080,888,2024-09-18 14:50:31,closed,Hundred impact table weight.,medium
1081,178,2025-02-06 18:06:43,open,Role question part full.,high
1082,899,2025-04-20 05:50:29,closed,Over least south.,medium
1083,742,2025-02-21 05:04:35,closed,Late base sister executive space discover save Mr.,medium
1084,859,2024-10-16 20:54:16,open,End summer ready.,medium
1085,603,2024-11-12 22:46:53,in_progress,Only however player data.,medium
1086,199,2025-01-01 16:43:45,in_progress,Kind middle trouble assume store away executive.,high
1087,331,2025-05-05 04:54:23,closed,Easy at power writer world try religious.,low
1088,50,2024-09-07 10:52:38,closed,Great none away by.,high
1089,164,2025-04-14 23:57:02,closed,Listen customer rise worker toward ten account.,high
1090,360,2024-07-15 07:05:14,open,Act current not level financial like say.,medium
1091,675,2025-05-01 00:48:25,closed,Technology task to event computer.,low
1092,347,2025-04-30 07:12:53,open,Game organization rich make tonight town begin.,medium
1093,898,2025-03-28 06:33:31,closed,Either letter baby bank.,high
1094,311,2025-04-12 16:23:54,open,Attention factor ready her table threat.,low
1095,82,2024-10-15 21:23:22,open,Cell role quickly these special carry later.,high
1096,177,2024-07-18 07:23:37,in_progress,Clearly war site decade security type.,low
1097,713,2024-07-31 05:45:32,closed,Certainly him black modern myself team.,medium
1098,560,2025-06-19 07:16:38,open,Apply international them they conference probably share.,low
1099,346,2025-05-14 20:13:06,in_progress,Those question whatever sure always.,medium
1100,871,2025-05-22 07:14:54,in_progress,Raise people help of call.,high
1101,970,2025-01-15 02:10:52,in_progress,Bad generation activity body own.,high
1102,349,2024-08-22 04:58:05,closed,Message service from seek government tough player.,medium
1103,132,2025-07-06 04:24:25,open,Shoulder other on matter.,low
1104,186,2025-02-11 09:10:43,closed,Simple economic thing policy.,low
1105,268,2025-02-02 21:13:06,open,Argue cultural other citizen.,low
1106,336,2024-10-25 19:46:17,in_progress,Rich leg imagine trade dog.,medium
1107,689,2024-11-13 17:27:24,open,Study news maintain similar specific.,medium
1108,354,2024-07-16 18:12:55,closed,Less both poor much test share exist.,high
1109,4,2025-04-11 20:48:24,open,Management study thing bit international right your.,high
1110,93,2025-02-17 19:44:10,closed,Attack share guess current office us officer.,high
1111,262,2024-11-11 10:33:42,in_progress,Quickly anyone reduce current enough director.,high
1112,449,2025-02-20 20:40:55,in_progress,Before on remain few beyond ok.,medium
1113,209,2025-05-19 02:17:50,in_progress,Stock bed very coach.,high
1114,174,2025-04-14 12:44:26,in_progress,Direction magazine spring road.,high
1115,674,2025-04-29 08:50:29,open,Peace upon early share their.,low
1116,232,2025-04-13 04:22:28,open,Field history experience age.,high
1117,536,2025-06-16 00:03:31,open,Only suffer police writer ball his matter.,low
1118,718,2024-08-05 05:13:17,closed,By student state better prove police little.,high
1119,803,2025-06-03 01:27:03,in_progress,Generation resource career series.,low
1120,614,2024-10-30 00:30:34,closed,Produce attention leg.,low
1121,66,2025-06-02 18:24:47,closed,Member be great scientist talk without dog.,medium
1122,86,2025-01-01 18:56:33,closed,Red citizen phone travel.,medium
1123,341,2024-08-22 02:49:40,open,We dark hour try which watch.,low
1124,900,2025-07-03 01:06:37,closed,They painting must scientist talk sound town.,low
1125,120,2025-06-25 21:58:52,closed,Force better language read play.,medium
1126,65,2025-07-03 07:19:24,in_progress,Onto yard friend official tell store.,low
1127,697,2025-04-16 22:06:28,open,Follow material identify nor agent compare.,medium
1128,81,2025-04-23 04:06:36,in_progress,Worry size resource moment.,medium
1129,7,2024-11-10 02:58:12,open,For him them their prevent he best.,medium
1130,144,2024-08-03 14:27:38,in_progress,Realize church beautiful worker morning husband push.,high
1131,180,2025-02-06 04:55:46,open,Bad recently argue and.,low
1132,670,2024-08-02 23:04:52,in_progress,Candidate young process door some.,low
1133,434,2025-03-05 00:47:08,open,Dream save already employee.,high
1134,248,2025-04-30 15:46:37,closed,Dog form heart sound.,high
1135,926,2025-01-05 12:00:29,open,Walk draw which dark.,low
1136,281,2024-09-27 18:13:33,closed,Condition least bad.,high
1137,328,2024-12-16 20:57:50,in_progress,Act cold home tell responsibility fight later then.,high
1138,169,2024-11-10 17:16:42,closed,Somebody blood task television.,low
1139,779,2025-05-26 21:40:05,open,Than room into opportunity traditional figure.,medium
1140,162,2024-11-15 02:15:40,open,Manager where instead suffer wish.,high
1141,880,2025-02-01 00:34:58,in_progress,Drive adult our want nothing.,medium
1142,717,2025-05-19 21:53:25,open,Key sell later culture song final song maintain.,high
1143,502,2025-01-23 21:41:49,closed,Red sister player huge down.,low
1144,617,2025-02-17 21:36:49,in_progress,Role whole oil dog attorney really thousand resource.,low
1145,297,2024-10-09 02:18:50,in_progress,Program glass you treat inside charge.,medium
1146,905,2025-02-16 01:23:23,open,True middle manage.,high
1147,499,2025-03-07 12:26:14,in_progress,Everybody watch its source although.,high
1148,196,2024-09-23 19:43:24,closed,Down full many service several rock specific.,low
1149,103,2024-12-07 10:12:45,open,With plant conference myself despite if friend.,high
1150,111,2025-03-30 14:14:03,closed,Left window some return near.,medium
1151,749,2025-02-07 21:34:18,closed,Himself account lose pattern own turn.,medium
1152,777,2025-07-07 02:31:35,open,One student pass seem rate.,low
1153,847,2024-12-08 17:11:47,in_progress,Trouble pick money government rule ok site time.,low
1154,311,2025-02-04 03:47:24,closed,Resource piece agreement free.,low
1155,367,2025-04-29 23:56:52,open,Author concern arm article soon your baby.,high
1156,622,2025-03-18 01:42:10,open,Name traditional man week appear fast white.,high
1157,67,2024-10-02 22:02:54,open,Beautiful subject nearly detail within will.,low
1158,808,2024-12-29 05:41:00,closed,Cultural prepare name white herself say choose.,low
1159,599,2024-11-04 06:27:18,in_progress,Federal instead total traditional.,medium
1160,875,2024-07-28 08:13:30,closed,Interesting size president apply listen nature I.,low
1161,19,2024-07-12 09:35:51,closed,Time eye one Congress until stop community.,low
1162,771,2025-01-01 23:28:01,in_progress,Top ability same.,high
1163,640,2024-08-07 07:40:21,open,Government staff really explain.,low
1164,751,2024-11-24 07:42:22,open,Truth still style throughout better water change.,medium
1165,902,2024-07-12 13:59:19,closed,Age because moment part west food.,low
1166,525,2025-07-09 08:35:35,closed,Would here defense energy catch remain require.,high
1167,222,2025-04-24 18:16:53,open,Toward executive check ball exist tax.,medium
1168,629,2025-02-02 12:18:38,open,Can knowledge red your law individual.,high
1169,409,2024-11-01 17:08:02,open,Fast capital art rate.,medium
1170,165,2024-12-06 03:09:24,closed,Offer according activity admit.,medium
1171,501,2024-08-10 06:24:47,open,Positive somebody seven begin prepare.,medium
1172,744,2024-12-25 03:33:19,closed,Serve assume lead development gas.,low
1173,548,2025-02-11 05:48:46,closed,Guess coach Republican door police side buy.,medium
1174,488,2024-09-27 23:09:48,open,Study ability huge themselves professor.,low
1175,95,2025-03-16 21:17:54,open,Find reason police across.,medium
1176,332,2025-03-16 17:03:33,in_progress,Section later clear fill begin measure kitchen.,low
1177,37,2024-12-18 15:52:40,open,Call eat most forward.,low
1178,625,2025-03-02 03:29:24,in_progress,Hope business consider start middle tax become few.,high
1179,248,2024-11-25 05:31:37,closed,Which magazine office case behind write.,low
1180,30,2024-11-21 22:09:51,closed,Indeed future American bad head loss.,medium
1181,700,2025-05-08 09:18:42,closed,Finish mother tonight focus great civil hot.,low
1182,961,2024-08-19 13:21:51,open,Imagine able modern course arrive cold.,low
1183,522,2025-05-01 13:47:16,in_progress,Field lose business wear.,low
1184,54,2025-01-26 18:17:49,open,Campaign activity simple laugh know detail.,medium
1185,166,2024-11-12 14:44:35,closed,Degree work surface popular old family.,medium
1186,768,2024-11-29 05:23:18,closed,Late tax concern yard ahead these water.,medium
1187,382,2025-04-03 23:12:56,closed,Put north current.,low
1188,467,2024-07-15 21:39:59,closed,Fine then sort two.,high
1189,628,2025-02-06 10:26:00,open,Responsibility close officer identify teacher.,high
1190,558,2025-02-18 00:49:39,closed,Will animal player human challenge garden detail.,low
1191,553,2024-07-30 07:05:45,closed,Including president news world score.,medium
1192,893,2024-10-24 08:32:05,closed,Of us surface local service.,medium
1193,422,2024-09-01 13:18:51,closed,Relationship turn dark explain least chance.,low
1194,921,2025-01-06 19:15:32,in_progress,Blood mission current what reduce Congress picture.,medium
1195,121,2025-01-14 03:27:30,open,Challenge state enter detail.,high
1196,132,2025-03-14 16:49:52,closed,Discuss voice price us.,low
1197,358,2024-12-02 17:03:14,closed,Bank network system environment front third safe.,medium
1198,187,2025-05-16 04:59:06,open,Sea set realize hour life threat Mr.,low
1199,696,2024-08-01 20:51:25,open,Energy contain recent.,low
1200,239,2024-09-05 19:03:23,closed,Grow sign something seek culture determine cell.,low
1201,3,2024-11-14 00:34:28,in_progress,Project control open argue several whose.,medium
1202,254,2025-02-03 13:02:25,open,I trouble catch yard.,low
1203,167,2024-10-09 07:44:05,open,And part thousand task safe.,low
1204,26,2025-01-13 21:41:11,closed,Mouth wish gun.,high
1205,901,2024-12-07 21:40:02,closed,Within also defense kitchen poor along south.,low
1206,928,2024-08-02 01:29:52,closed,Finish future view create everyone.,low
1207,928,2025-03-20 10:59:51,in_progress,Spend economic direction air specific foot school technology.,high
1208,826,2025-03-26 11:01:23,closed,Section office room education throw doctor dream remain.,high
1209,247,2024-10-17 19:45:15,open,Trip assume place material source hand.,low
1210,656,2025-06-11 10:42:10,closed,Hundred safe wish this current indicate.,high
1211,514,2024-10-21 02:03:33,closed,Goal six food instead so.,high
1212,534,2024-07-28 14:23:57,in_progress,Recently teacher human he inside table sense.,high
1213,86,2025-05-15 21:45:44,closed,Child himself determine military adult buy on.,low
1214,106,2024-10-31 07:31:35,closed,Four really career to game myself minute.,medium
1215,832,2024-11-29 12:08:26,open,Order phone look become.,high
1216,684,2024-10-09 06:12:43,open,Price spring answer onto international change.,low
1217,596,2025-05-13 23:50:53,in_progress,Another attack outside team tree could.,medium
1218,573,2024-12-01 09:49:57,open,Beautiful fact tax little fine one population.,high
1219,844,2024-07-22 09:35:26,open,Eight contain film.,medium
1220,749,2024-10-04 12:24:11,in_progress,Move different also model amount relationship peace.,medium
1221,248,2024-08-20 20:07:30,in_progress,Alone suffer appear.,high
1222,237,2025-04-25 16:26:53,open,Try against morning media mouth learn.,medium
1223,30,2024-10-12 20:23:41,closed,Community animal class.,high
1224,676,2024-10-11 04:05:06,open,Identify raise player response.,medium
1225,548,2025-02-10 20:39:21,in_progress,Consider scene skill easy born simply one.,low
1226,432,2025-06-09 01:23:38,closed,Provide such carry.,high
1227,459,2024-11-19 14:19:03,closed,Choice could point physical interesting.,low
1228,863,2025-06-23 17:11:33,open,Understand into lay dog store public carry.,high
1229,453,2025-04-06 23:24:35,in_progress,Firm movement hand quality half.,high
1230,243,2025-01-06 09:00:52,in_progress,Group food generation her say.,medium
1231,786,2025-03-16 20:21:49,closed,Big black smile conference push with level.,medium
1232,163,2025-04-26 00:01:48,closed,Thing nothing never know her my reason stuff.,high
1233,505,2024-10-17 13:31:50,open,Wall around right century himself.,high
1234,106,2024-09-30 02:10:36,closed,While public still however support marriage really.,high
1235,714,2024-10-22 21:28:06,open,Other decide leg.,high
1236,560,2025-01-14 20:31:10,closed,Space trip others note subject he.,low
1237,282,2024-11-06 03:12:11,open,Difference lose line at.,high
1238,211,2025-03-26 03:32:35,in_progress,Large together interview while chair financial.,low
1239,918,2025-06-06 03:42:47,in_progress,Capital eight economy lead machine against say street.,high
1240,856,2024-11-04 03:58:22,closed,Age another baby trade along me yet.,high
1241,236,2025-02-15 13:50:02,open,Hold early church nice chance.,medium
1242,374,2024-08-21 03:47:03,open,Issue city radio consumer system.,low
1243,705,2025-04-10 14:54:56,in_progress,Similar concern crime.,medium
1244,818,2024-12-26 16:46:10,open,Return hospital page information team walk significant word.,low
1245,670,2025-03-17 23:31:17,open,New five through glass peace.,medium
1246,55,2024-09-15 21:22:30,in_progress,Out than wide speech ago lead.,low
1247,509,2024-09-30 21:51:21,in_progress,Any TV nation indicate skill shoulder.,medium
